618.6;1
617.2;1
724.0;1
870.8;1
906.7;1
867.9;1
803.8;1
770.9;1
697.3;1
659.6;1
651.8;1
650.8;1
651.7;1
652.2;1
649.5;1
649.6;1
650.8;1
650.3;1
652.1;1
651.9;1
651.3;1
653.9;1
652.5;1
651.7;1
651.9;1
651.4;1
650.5;1
651.0;1
651.2;1
651.6;1
651.2;1
650.9;1
649.9;1
650.1;1
650.0;1
649.8;1
649.8;1
649.8;1
649.6;1
649.5;1
649.2;1
648.6;1
649.9;1
649.7;1
649.2;1
648.9;1
648.6;1
648.7;1
648.1;1
648.1;1
648.0;1
647.9;1
647.6;1
647.6;1
647.7;1
647.6;1
647.5;1
647.3;1
647.0;1
646.6;1
646.4;1
646.2;1
646.0;1
645.9;1
646.3;1
646.2;1
646.1;1
646.0;1
645.9;1
645.7;1
645.6;1
645.4;1
645.2;1
645.1;1
645.0;1
644.9;1
644.6;1
644.7;1
644.6;1
644.5;1
644.5;1
644.4;1
644.3;1
644.2;1
644.1;1
644.0;1
644.1;1
644.0;1
643.9;1
643.8;1
643.6;1
643.5;1
643.4;1
643.3;1
643.3;1
643.2;1
643.2;1
643.1;1
643.1;1
643.1;1
643.0;1
643.0;1
642.9;1
642.9;1
642.8;1
642.8;1
642.8;1
642.8;1
642.8;1
642.8;1
642.7;1
642.7;1
642.7;1
642.7;1
642.6;1
642.6;1
642.6;1
642.6;1
642.6;1
642.5;1
642.5;1
642.5;1
642.5;1
642.4;1
642.4;1
642.4;1
642.4;1
642.4;1
642.3;1
642.3;1
642.3;1
642.3;1
642.3;1
642.3;1
642.3;1
642.2;1
642.2;1
642.2;1
642.2;1
642.2;1
642.1;1
642.2;1
642.1;1
642.1;1
642.1;1
642.1;1
642.1;1
642.0;1
642.0;1
642.0;1
642.0;1
642.0;1
642.1;1
642.0;1
642.0;1
642.0;1
642.0;1
642.0;1
642.0;1
642.0;1
642.0;1
642.0;1
642.0;1
642.0;1
642.0;1
642.0;1
642.0;1
642.0;1
642.0;1
642.0;1
642.0;1
642.0;1
642.0;1
642.0;1
642.0;1
642.1;1
642.1;1
642.1;1
642.1;1
642.1;1
642.1;1
642.1;1
642.1;1
642.1;1
642.1;1
642.2;1
642.2;1
642.2;1
642.2;1
642.2;1
642.2;1
642.2;1
642.2;1
642.2;1
642.2;1
642.2;1
642.3;1
642.3;1
642.3;1
642.4;1
642.4;1
642.4;1
642.4;1
642.4;1
642.5;1
642.5;1
642.5;1
642.5;1
642.6;1
642.6;1
642.6;1
642.6;1
642.6;1
642.7;1
642.7;1
642.7;1
642.7;1
642.8;1
642.8;1
642.9;1
642.9;1
643.0;1
643.0;1
643.1;1
643.1;1
643.2;1
643.2;1
643.3;1
643.3;1
643.3;1
643.4;1
648.2;1
649.4;1
649.9;1
649.6;1
649.6;1
651.2;1
652.1;1
651.3;1
651.4;1
655.2;1
653.6;1
652.7;1
652.4;1
652.8;1
652.3;1
652.7;1
652.3;1
653.1;1
653.6;1
653.5;1
654.4;1
654.6;1
655.4;1
655.3;1
655.1;1
655.6;1
655.8;1
656.1;1
656.1;1
656.5;1
656.8;1
658.4;1
658.9;1
659.2;1
659.3;1
659.4;1
659.8;1
660.0;1
660.0;1
660.2;1
660.6;1
660.8;1
661.1;1
661.6;1
662.0;1
662.5;1
662.9;1
663.1;1
663.4;1
663.9;1
664.3;1
664.6;1
664.8;1
665.5;1
665.8;1
666.1;1
666.5;1
666.8;1
667.1;1
667.4;1
667.7;1
668.0;1
668.2;1
668.6;1
668.8;1
674.4;1
675.1;1
674.5;1
674.1;1
674.5;1
675.0;1
675.1;1
676.3;1
676.9;1
680.4;1
679.4;1
679.7;1
679.5;1
680.2;1
681.4;1
681.6;1
681.7;1
682.2;1
682.8;1
683.3;1
683.8;1
684.1;1
684.4;1
684.7;1
684.7;1
685.4;1
685.7;1
686.0;1
686.6;1
687.2;1
688.2;1
688.4;1
688.6;1
688.9;1
689.1;1
689.4;1
689.6;1
689.9;1
690.1;1
690.5;1
690.7;1
691.2;1
691.6;1
692.0;1
692.1;1
692.2;1
692.3;1
692.6;1
692.8;1
693.2;1
693.4;1
693.8;1
694.6;1
695.0;1
695.3;1
695.5;1
695.9;1
696.2;1
696.6;1
696.9;1
697.1;1
701.1;1
704.9;1
705.6;1
706.1;1
706.6;1
706.4;1
706.6;1
706.8;1
708.7;1
710.0;1
709.3;1
708.8;1
709.5;1
713.6;1
712.5;1
712.9;1
712.8;1
713.1;1
713.1;1
714.1;1
714.2;1
714.8;1
715.5;1
715.8;1
716.1;1
716.5;1
716.7;1
716.7;1
716.9;1
717.5;1
718.2;1
718.4;1
718.8;1
719.6;1
720.0;1
722.1;1
722.8;1
723.0;1
723.1;1
723.9;1
724.5;1
724.9;1
725.1;1
725.3;1
725.6;1
726.0;1
726.3;1
726.7;1
727.1;1
727.6;1
728.3;1
728.7;1
729.6;1
730.1;1
730.6;1
731.0;1
731.6;1
732.0;1
732.3;1
732.8;1
733.0;1
733.4;1
733.7;1
733.9;1
734.3;1
738.5;1
740.0;1
741.0;1
741.8;1
741.8;1
742.2;1
742.0;1
743.0;1
743.9;1
744.1;1
745.1;1
745.6;1
745.9;1
749.5;1
749.6;1
750.4;1
750.4;1
750.2;1
750.5;1
750.7;1
750.7;1
751.2;1
751.5;1
752.1;1
752.5;1
753.3;1
753.7;1
754.5;1
755.3;1
755.7;1
756.1;1
756.5;1
757.1;1
758.2;1
758.6;1
758.9;1
759.4;1
759.8;1
760.2;1
760.5;1
760.9;1
761.3;1
761.6;1
762.0;1
762.8;1
763.1;1
763.6;1
763.6;1
763.9;1
764.1;1
764.4;1
764.7;1
765.0;1
765.5;1
768.5;1
776.0;1
773.3;1
772.2;1
773.2;1
773.5;1
773.6;1
774.2;1
774.2;1
774.7;1
775.2;1
776.6;1
777.5;1
777.7;1
777.7;1
778.7;1
778.6;1
779.0;1
780.0;1
781.0;1
781.4;1
783.5;1
783.9;1
784.1;1
784.2;1
784.4;1
784.5;1
784.5;1
784.8;1
784.8;1
785.1;1
785.6;1
786.1;1
786.8;1
787.2;1
787.6;1
787.8;1
788.0;1
788.2;1
788.8;1
789.2;1
789.9;1
790.2;1
791.5;1
792.0;1
792.3;1
792.6;1
793.0;1
793.4;1
794.0;1
794.2;1
794.5;1
794.7;1
795.2;1
795.5;1
795.8;1
796.0;1
796.4;1
798.3;1
802.0;1
803.2;1
803.4;1
805.0;1
804.7;1
808.2;1
807.1;1
806.7;1
806.3;1
806.6;1
806.9;1
807.7;1
808.1;1
808.8;1
809.1;1
809.7;1
810.7;1
811.4;1
811.7;1
812.2;1
812.5;1
812.9;1
813.2;1
813.9;1
814.3;1
815.0;1
815.5;1
815.9;1
818.0;1
818.6;1
818.3;1
818.6;1
818.6;1
819.0;1
818.9;1
819.0;1
819.3;1
819.5;1
819.9;1
820.1;1
820.5;1
821.0;1
821.3;1
821.5;1
821.9;1
822.7;1
823.2;1
823.8;1
824.1;1
824.5;1
825.1;1
825.5;1
825.8;1
825.9;1
826.2;1
826.5;1
826.7;1
826.8;1
827.2;1
827.5;1
827.9;1
831.4;1
833.3;1
834.4;1
834.1;1
834.6;1
835.1;1
835.7;1
836.7;1
837.2;1
837.5;1
837.7;1
841.2;1
841.0;1
840.3;1
840.7;1
841.1;1
841.1;1
841.8;1
842.2;1
842.3;1
842.7;1
843.0;1
843.4;1
844.0;1
844.5;1
845.1;1
845.3;1
846.1;1
846.5;1
847.1;1
848.0;1
848.3;1
849.2;1
849.6;1
850.0;1
850.7;1
850.9;1
851.3;1
851.6;1
851.9;1
852.4;1
852.8;1
853.2;1
853.5;1
854.0;1
854.3;1
854.5;1
854.8;1
855.0;1
855.4;1
855.6;1
856.1;1
856.5;1
857.3;1
861.9;1
862.3;1
864.4;1
863.6;1
863.4;1
865.2;1
865.3;1
866.0;1
865.9;1
866.5;1
867.0;1
866.9;1
867.5;1
868.0;1
868.1;1
868.9;1
869.1;1
869.7;1
869.8;1
870.4;1
872.5;1
872.3;1
872.5;1
872.9;1
873.4;1
873.8;1
873.9;1
874.7;1
874.6;1
875.2;1
875.5;1
876.1;1
876.5;1
876.8;1
877.0;1
877.0;1
877.2;1
877.5;1
877.6;1
878.2;1
878.5;1
879.0;1
880.0;1
880.4;1
880.7;1
880.8;1
881.0;1
881.4;1
881.7;1
881.9;1
882.2;1
882.6;1
882.9;1
883.1;1
883.4;1
883.6;1
884.0;1
884.2;1
884.6;1
884.8;1
885.1;1
885.5;1
885.9;1
886.1;1
886.4;1
886.5;1
886.7;1
891.0;1
892.8;1
893.8;1
894.5;1
895.1;1
894.1;1
894.6;1
895.4;1
896.7;1
896.5;1
895.2;1
896.2;1
896.3;1
896.5;1
898.1;1
898.6;1
899.3;1
899.9;1
900.2;1
903.6;1
903.3;1
902.9;1
902.7;1
902.8;1
903.1;1
903.3;1
903.3;1
903.8;1
904.0;1
904.0;1
904.3;1
904.9;1
905.5;1
906.0;1
906.5;1
906.9;1
907.6;1
908.2;1
908.6;1
909.1;1
909.4;1
910.6;1
911.0;1
911.3;1
911.7;1
912.1;1
912.3;1
912.6;1
912.7;1
913.0;1
913.2;1
913.5;1
913.9;1
914.2;1
914.7;1
914.8;1
915.0;1
915.3;1
915.5;1
915.8;1
916.1;1
916.4;1
916.9;1
917.6;1
921.5;1
922.6;1
922.7;1
922.8;1
923.8;1
924.2;1
924.4;1
924.3;1
925.3;1
925.6;1
926.1;1
926.5;1
926.9;1
926.6;1
927.2;1
